S.NO,Reg_No,Address,"No. of
Children","Status of the
Institution",Name of the Orphanage,City,Country,State,Column1,Column3,Column4,Column2,Column22,Column23,Column24,Column25,Column26
374,33/DSW/2010,Tribal Rural & Urban Service Trust Wonderland 470 Korattiyur Kotta 1^{st} Street–Kamaraj Nagar Ayyampalayam puthur – Ayyampalayam Tiruvannamalai District,15,"3 years
registration",Tribal Rural & Urban Service Trust Wonderland 470 Korattiyur Kotta 1^{st} Street–Kamaraj Nagar Ayyampalayam puthur – Ayyampalayam Tiruvannamalai District,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
375,66/DSW/2010,"Heart Kids Trust, 50/134, I main Road, Thamarai Nagar, Thiruvannamalai – 606 601.",56,"3 years
registration",Heart Kids Trust,Tiruvannamalai,India,Tamil Nadu,,,,, Thiruvannamalai – 606 601.,,,,
376,67/DSW/2010,"People Organisation for Palnning and Education, N.Gengapattu (po), Thandarai (Via), Thiruvannamalai – 606 804.",60,"3 years
registration",People Organisation for Palnning and Education,Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
377,74/DSW/2010,"MDM Children Village Home, (Terre des homes core trust), Girivallam Road, (opp), Srinivasa School, Adi Annamalai, Thiruvannamalai – 606 603",52,"3 years
registration",MDM Children Village Home,Tiruvannamalai,India,Tamil Nadu,,,,, Srinivasa School, Adi Annamalai, Thiruvannamalai – 606 603,,
378,75/DSW/2010,"Welfare Association for the Rural Mass (WARM), Arattavadi Village & (po), Chengam (Tk), Thiruvannamalai – 606 709.",49,"3 years
registration",Welfare Association for the Rural Mass (WARM),Tiruvannamalai,India,Tamil Nadu,,,,,,,,,
564,512/DSW/2011,"Mudhiyor Balar Kudumba Grama Pannai, Kasam, Katpadi, Vellore – 632007",177,"3 years
registration",Mudhiyor Balar Kudumba Grama Pannai,Vellore,India,Tamil Nadu,,,,,,,,,
565,558/DSW/2011,"Sri Samaya Valli Thayar Anbu Ilam, No.32/24-A Kamarajar Salai, 2^{nd} Street, Ambur, Vellore District – 635 802.",12,"3 years
registration",Sri Samaya Valli Thayar Anbu Ilam,Vellore,India,Tamil Nadu,,,,, Vellore District – 635 802.,,,,
566,559/DSW/2011,"Tirupattur Auxilium Society – Mary Immaculate Home for Girls, Mary Immaculate Convent, London Mission Road, Tirupattur, Vellore District– 635601.",112,"3 years
registration",Tirupattur Auxilium Society – Mary Immaculate Home for Girls,Vellore,India,Tamil Nadu,,,,, Vellore District– 635601.,,,,
567,560/DSW/2011,"Dominic Savio Orphanage Society – Dominic Savio Boy’s Home, London Mission Road, Post Box No:1 Tirupattur-635 601, Vellore District.",50,"3 years
registration",Dominic Savio Orphanage Society – Dominic Savio Boy’s Home,Vellore,India,Tamil Nadu,,,,,,,,,
568,561/DSW/2011,"Gandhi Nagar Auxilium Society – Sacred Heart Home, Gandhi Nagar, Auxilium Campus, Vellore – 6",40,"3 years
registration",Gandhi Nagar Auxilium Society – Sacred Heart Home,Vellore,India,Tamil Nadu,,,,,,,,,
569,704/DSW/2012,"Little Flower Convent Home for Children, 21, Kelleys Road, T.S.No.4pt, Ward B Block, 18, Walajah Taluk, Ranipet, Vellore District – 632401",190,"3 years
registration",Little Flower Convent Home for Children,Vellore,India,Tamil Nadu,,,,, Ward B Block,18, Walajah Taluk, Ranipet, Vellore District – 632401
570,214/DSW/2010,"U.M.A.I. Home for Children (Maintained by Anjuman-e-Osmania), 8A, Showkath Ali Pet, Tirupattur -635 601, Vellore District.",112,"3 years
registration",U.M.A.I. Home for Children (Maintained by Anjuman-e-Osmania),Vellore,India,Tamil Nadu,,,,, Vellore District.,,,,
571,215/DSW/2010,"Saranaalayam Trust – Karunai Illam, No.124/K, Alangayam Cross Road, Perumalpet, Vaniyambadi, Vellore District– 635 751",80,"3 years
registration",Saranaalayam Trust – Karunai Illam,Vellore,India,Tamil Nadu,,,,, Vaniyambadi, Vellore District– 635 751,,,
572,238/DSW/2010,"Grama Ezahai Matrum Thickatror Nala Sangam, Karikkal Village, via Sholingur, Arakkonam Taluk, Vellore District – 631102",50,"3 years
registration",Grama Ezahai Matrum Thickatror Nala Sangam,Vellore,India,Tamil Nadu,,,,, Vellore District – 631102,,,,
573,239/DSW/2010,"Wheel (Women Hands for Education and Empowerment Learning), Gandhi Nagar East, Vellore -6.",18,"3 years
registration",Wheel (Women Hands for Education and Empowerment Learning),Vellore,India,Tamil Nadu,,,,,,,,,
574,291/DSW/2010,"Ellan Memorial Board of Education and Social Welfare (EMBESOW), Marapattu, Girisamuthram Post, Vaniyambadi – 635 753, Vellore District",35,"3 years
registration",Ellan Memorial Board of Education and Social Welfare (EMBESOW),Vellore,India,Tamil Nadu,,,,, Vellore District,,,,
575,302/DSW/2010,"Bread of Life Public Charitable Trust – Mercy Centre, Mercy Centre Campus, Arakkonam, Nagavedu Village, Vellore District",50,"3 years
registration",Bread of Life Public Charitable Trust – Mercy Centre,Vellore,India,Tamil Nadu,,,,, Vellore District,,,,
576,303/DSW/2010,"Sri Ramakrishna Math – Swami Sivananda Students Home, Nattarampalli, Vellore District – 635 852.",45,"3 years
registration",Sri Ramakrishna Math – Swami Sivananda Students Home,Vellore,India,Tamil Nadu,,,,,,,,,
577,355/DSW/2011,"“The Katpadi St. Joseph’s Home Society-St. Joseph Boy’s Home, Katpadi 632 007, Vellore District.",147,"3 years
registration",“The Katpadi St. Joseph’s Home Society-St. Joseph Boy’s Home,Vellore,India,Tamil Nadu,,,,,,,,,
578,378/DSW/2011,"Indian Red Cross Society – Orphanage Home, 1^{st} Floor (upstairs) of old age Home, Chennai – Bangalore National Highways Road, Poigai, Vellore District",26,"3 years
registration",Indian Red Cross Society – Orphanage Home,Vellore,India,Tamil Nadu,,,,, Vellore District,,,,
579,385/DSW/2011,"Christ, the Liberator Play, Nursery and Primary School with Students Hostel (under Deena Seva Trust), 2/295, Ganesh Nagar, Ariyur, Vellore – 632005",101,"3 years
registration",Christ,Vellore,India,Tamil Nadu,,,,, Ganesh Nagar, Ariyur, Vellore – 632005,,
580,108/DSW/2010,"Keerthi Boarding Home, Agaramcheri (village), (via) Pallikonda, Vaniyambadi (Taluk), Vellore district",25,"3 years
registration",Keerthi Boarding Home,Vellore,India,Tamil Nadu,,,,, Vellore district,,,,
581,112/DSW/2010,"MDM Children Home for Boys, 504, II Phase, R.T.O. Road, Sethuvacheri, Vellore District",21,"3 years
registration",MDM Children Home for Boys,Vellore,India,Tamil Nadu,,,,, Sethuvacheri, Vellore District,,,
582,116/DSW/2010,"Amala Anjali Home for Children Mangalam, Yelagiri Hills, Vellore District",96,"3 years
registration",Amala Anjali Home for Children Mangalam,Vellore,India,Tamil Nadu,,,,,,,,,
583,117/DSW/2010,"Don Bosco Centre Guezou Nagar Yellagiri Hills, Vellore District – 635 853",350,"3 years
registration",Don Bosco Centre Guezou Nagar Yellagiri Hills,Vellore,India,Tamil Nadu,,,,,,,,,
584,118/DSW/2010,"St. Charles Convent Snehalaya boarding Athavanur Yellagiri Hills, Vellore – 635 853",100,"3 years
registration",St. Charles Convent Snehalaya boarding Athavanur Yellagiri Hills,Vellore,India,Tamil Nadu,,,,,,,,,
585,143/DSW/2010,"The Society of the Sisters of St. Anne St. Anne’s Home for Children, A.Kattupadi, Vellore District – 632 011",50,"3 years
registration",The Society of the Sisters of St. Anne St. Anne’s Home for Children,Vellore,India,Tamil Nadu,,,,,,,,,
586,161/DSW/2010,"Prem Charitable Trust – Prem Boy’s Home Manjambadi, Attupakkam post, Arakonam Taluk Vellore District",34,"3 years
registration",Prem Charitable Trust – Prem Boy’s Home Manjambadi,Vellore,India,Tamil Nadu,,,,,,,,,
587,162/DSW/2010,"Intermission India – bethel Orphanage Intermission Children’s Home, 6, South Railway Station Road, Ranipet – 632 401 Vellore District",31,"3 years
registration",Intermission India – bethel Orphanage Intermission Children’s Home,Vellore,India,Tamil Nadu,,,,,,,,,
588,183/DSW/2010,"The Cog Wheel Children’s Home 135, Thandalam, Kumpinipet Post, Arakonam Taluk Vellore District – 631 003",52,"3 years
registration",The Cog Wheel Children’s Home 135,Vellore,India,Tamil Nadu,,,,,,,,,
589,184/DSW/2010,"Society for Rural Development Promotion Services (SRDPS) SRDPS Adoption Home, 437/1, Pasumai Nagar, (Near Pachal Railway Gate), Pachal Post, Tirupattur Taluk, Vellore District -635 601",23,"3 years
registration",Society for Rural Development Promotion Services (SRDPS) SRDPS Adoption Home,Vellore,India,Tamil Nadu,,,,, Pachal Post, Tirupattur Taluk, Vellore District -635 601,,
590,185/DSW/2010,"V.R.V. Boarding Home for Girls, No.20401, Ranipet, Vellore District – 632 401",407,"3 years
registration",V.R.V. Boarding Home for Girls,Vellore,India,Tamil Nadu,,,,,,,,,
591,186/DSW/2010,"The Church of South India Trust Association -V.R.V. School Compound, 647, D.No.19/F, Railway Station Road, V.R.V. School Compound,Ranipet, Walaja Taluk, Vellore District",248,"3 years
registration",The Church of South India Trust Association -V.R.V. School Compound,Vellore,India,Tamil Nadu,,,,, V.R.V. School Compound,Ranipet, Walaja Taluk, Vellore District,
592,21/DSW/2010,"Christian Mission Service Children’s Home, Mission Compound, Chettiyappanoor, Vaniyambadi Taluk, Vellore District.",254,"3 years
registration",Christian Mission Service Children’s Home,Vellore,India,Tamil Nadu,,,,, Vellore District.,,,,
593,22/DSW/2010,"St. Mary’s Home for Children, R.C. Church Road, Vellore District.",200,"3 years
registration",St. Mary’s Home for Children,Vellore,India,Tamil Nadu,,,,,,,,,
594,23/DSW/2010,"Little Flower Home for Children, Pallikonda, Vellore District.",392,"3 years
registration",Little Flower Home for Children,Vellore,India,Tamil Nadu,,,,,,,,,
595,47/DSW/2010,"Florence Nightingale Orphanage Home 351/1 Barathi Nagar Paalaar Annaicut Road, Walajapet, Vellore District",50,"3 years
registration",Florence Nightingale Orphanage Home 351/1 Barathi Nagar Paalaar Annaicut Road,Vellore,India,Tamil Nadu,,,,,,,,,
596,48/DSW/2010,"Shalom Foundation 24, 10^{th} East Main Road Gandhi Nagar Vellore District",20,"3 years
registration",Shalom Foundation 24,Vellore,India,Tamil Nadu,,,,,,,,,
597,49/DSW/2010,"Sri Gokulam Children Home Society for Rural Development Promotion Service 437/1 pasumai Nagar Pachal Railway Gate Pachal po, Tirupattur, Vellore District",25,"3 years
registration",Sri Gokulam Children Home Society for Rural Development Promotion Service 437/1 pasumai Nagar Pachal Railway Gate Pachal po,Vellore,India,Tamil Nadu,,,,,,,,,
598,50/DSW/2010,"Bethel Care Home 541 Durai Nagar, Extension Tiruppattur Vellore District",50,"3 years
registration",Bethel Care Home 541 Durai Nagar,Vellore,India,Tamil Nadu,,,,,,,,,
599,60/DSW/2010,"Newlife Mission Trust, No.26, 1^{st} Street, Samy Nagar, (Opp. Muthurangam Arts College), Otteri, Vellore District.",26,"3 years
registration",Newlife Mission Trust,Vellore,India,Tamil Nadu,,,,, (Opp. Muthurangam Arts College), Otteri, Vellore District.,,
600,68/DSW/2010,"Ministry of Mercy Karunalaya Children Home, D.No.10, Pillaiyar Koil Street, Kalinjur Mottur Panchayat, Katpadi, Vellore District",25,"3 years
registration",Ministry of Mercy Karunalaya Children Home,Vellore,India,Tamil Nadu,,,,, Katpadi, Vellore District,,,
601,105/DSW/2010,"Asha Boy’s Home (of Navjeevan seva Mandal) Sevoor (village), Katpadi (taluk), Vellore District – 632 106",36,"3 years
registration",Asha Boy’s Home (of Navjeevan seva Mandal) Sevoor (village),Vellore,India,Tamil Nadu,,,,,,,,,
602,106/DSW/2010,"Nambikkai Illam No.672/1, R.T.O. Road, Phase-I, Sathuvachari, Vellore-9",375,"3 years
registration",Nambikkai Illam No.672/1,Vellore,India,Tamil Nadu,,,,, Vellore-9,,,,
603,107/DSW/2010,"St. Theresa Boys home M.C.Road, pallikonda, Vellore District – 635 809",55,"3 years
registration",St. Theresa Boys home M.C.Road,Vellore,India,Tamil Nadu,,,,,,,,,
548,594/DSW/2011,"Fr. Ceyrac Children’s Home, Singanur Post & village, Tindivanam Taluk, Villupuram District",106,"3 years
registration",Fr. Ceyrac Children’s Home,Villupuram,India,Tamil Nadu,,,,,,,,,
549,595/DSW/2011,"Fr. Ceyrac Children’s Home, Pillaiyar Kovil street, Pelakuppam Post and village, Tindivanam Taluk, villupuram District",54,"3 years
registration",Fr. Ceyrac Children’s Home,Villupuram,India,Tamil Nadu,,,,, villupuram District,,,,
550,694/DSW/2012,"South India Salesian Society” – Don Bosco Boy”s Home, Gedilam, Thirunavalur Post, Ulundurpet Taluk, Villupuram District – 607 204.",,"3 years
registration",South India Salesian Society” – Don Bosco Boy”s Home,Villupuram,India,Tamil Nadu,,,,, Villupuram District – 607 204.,,,,
551,705/DSW/2012,"Annai Therasa Samuga Sevai Sangam (ATSSS) No.127, Mela Veethi, Tirukoillur Taluk-605757, Villupuram District",125,"3 years
registration",Annai Therasa Samuga Sevai Sangam (ATSSS) No.127,Villupuram,India,Tamil Nadu,,,,,,,,,
552,716/DSW/2012,"Community Seva Centre, Thal Venniyur Village, Kottaputhur Post, Kalvarayan Hills, Sangarapuram Taluk, Villupuram District -606 207",189,"3 years
registration",Community Seva Centre,Villupuram,India,Tamil Nadu,,,,, Sangarapuram Taluk, Villupuram District -606 207,,,
553,87/DSW/2010,"CMS Children’s Village, Serapattu, Sankarapuram (via), Villupuram District – 606 401.",134,"3 years
registration",CMS Children’s Village,Villupuram,India,Tamil Nadu,,,,,,,,,
554,157/DSW/2010,"The India Gospel League – Elizabeth Smith Memorial Home for Children 365, I.G.L. Church Ammaiyageram, Kallakurichi (Taluk), Villupuram District – 606 201.",50,"3 years
registration",The India Gospel League – Elizabeth Smith Memorial Home for Children 365,Villupuram,India,Tamil Nadu,,,,,,,,,
555,158/DSW/2010,"Sri Sarada Sevalayam Free Home for Rural Poor Girls (unit of Sri Ramakrishna Sarada Trust), Sri Sarada Ashram campus, Vivekananda Nagar, New Edaikkal, Ulundurpet – 606 107 Villupuram District",151,"3 years
registration",Sri Sarada Sevalayam Free Home for Rural Poor Girls (unit of Sri Ramakrishna Sarada Trust),Villupuram,India,Tamil Nadu,,,,, Ulundurpet – 606 107 Villupuram District,,,,
556,159/DSW/2010,"Ilanjiammal Trust for Education and Development No.4/22, Bharathiyar Stree, Salamedu, Villupuram District -605 401",50,"3 years
registration",Ilanjiammal Trust for Education and Development No.4/22,Villupuram,India,Tamil Nadu,,,,,,,,,
557,170/DSW/2010,St. Antony’s Boy’s Home Melnariyappanur kallakurichi Taluk Villupuram District – 606 201,25,"3 years
registration",St. Antony’s Boy’s Home Melnariyappanur kallakurichi Taluk Villupuram District – 606 201,Villupuram,India,Tamil Nadu,,,,,,,,,
558,171/DSW/2010,"The Immaculate Heart of Mary Society – Little Flower Home for children, Chinnasalem, Kallakurichi Taluk, Villupuram District",25,"3 years
registration",The Immaculate Heart of Mary Society – Little Flower Home for children,Villupuram,India,Tamil Nadu,,,,,,,,,
559,207/DSW/2010,"Madras Penthecostal Assembly (Tamil)-Bethlehem Children’s Home, 17, James Nagar, Ulundurpet, Villupuram District – 606 107",20,"3 years
registration",Madras Penthecostal Assembly (Tamil)-Bethlehem Children’s Home,Villupuram,India,Tamil Nadu,,,,, Villupuram District – 606 107,,,,
560,208/DSW/2010,"St. Joseph’s Home for Children, Ulagankathan-606 202, Kallakurichi Taulk, Villupuram District.",180,"3 years
registration",St. Joseph’s Home for Children,Villupuram,India,Tamil Nadu,,,,,,,,,
561,224/DSW/2010,"St. John Orphan Children’s Home, No.10, New Street, Villupuram District – 605 602",53,"3 years
registration",St. John Orphan Children’s Home,Villupuram,India,Tamil Nadu,,,,,,,,,
562,246/DSW/210,"St. Michel’s Home for Children, Krishnapuram, Gingee, Villupuram District – 604 202",110,"3 years
registration",St. Michel’s Home for Children,Villupuram,India,Tamil Nadu,,,,,,,,,
563,266/DSW/2010,"Center for Coordination of Voluntary Works and Research (CECOWOR), No.257, Gandhi Bazaar, Gingee, Villupuram District – 604202",12,"3 years
registration",Center for Coordination of Voluntary Works and Research (CECOWOR),Villupuram,India,Tamil Nadu,,,,, Villupuram District – 604202,,,,
535,665/DSW/2012,"Kamarajar District Rural Institute for Social Action and Liberation (KARISAL), Alangulam (post) Virudhunagar District – 626144",60,"3 years
registration",Kamarajar District Rural Institute for Social Action and Liberation (KARISAL),Virudhunagar,India,Tamil Nadu,,,,,,,,,
536,695/DSW/2012,"Social Development Education Trust, Chokkalampatti, Sallipatti (post), Srivilliputtur (taluk), Virudhunagar District",102,"3 years
registration",Social Development Education Trust,Virudhunagar,India,Tamil Nadu,,,,, Virudhunagar District,,,,
537,46/DSW/2010,"Christian SevaDhama Middle School Kovilangulam, Aruppukottai Taluk, Virudhunagar District",150,"3 years
registration",Christian SevaDhama Middle School Kovilangulam,Virudhunagar,India,Tamil Nadu,,,,,,,,,
538,212/DSW/2010,"The Madurai – Ramnad Diocese of Management Association-Rev.Grubb’s Home of Compassion, C.M.S. Middle School Compound, Satchiyapuram, Sivakasi (West) -626 124",256,"3 years
registration",The Madurai – Ramnad Diocese of Management Association-Rev.Grubb’s Home of Compassion,Virudhunagar,India,Tamil Nadu,,,,,,,,,
539,213/DSW/2010,"Annai Sarathamani Mathar Kazhgam, Vellaiayapuram Road, Sivakasi-West, Virudhunagar District",50,"3 years
registration",Annai Sarathamani Mathar Kazhgam,Virudhunagar,India,Tamil Nadu,,,,,,,,,
540,235/DSW/2010,"V.V. Vanniaperumal Anbu Illam, 101, Aruppukottai Road, Virudhunagar -626 001.",59,"3 years
registration",V.V. Vanniaperumal Anbu Illam,Virudhunagar,India,Tamil Nadu,,,,,,,,,
541,293/DSW/2010,"Annai Theresa Orphanage, 3/396 K.K. Nagar, Sattur, Virudunagar District.",15,"3 years
registration",Annai Theresa Orphanage,Virudhunagar,India,Tamil Nadu,,,,,,,,,
542,390/DSW/2011,"The Society of Mother of Sorrows Servants of Mary Sattur – St.Theresa’s Home for Children, SR-Lamberta Mary, Servite Convent, Old Padanthal Road, Sattur, Virudhunagar District",100,"3 years
registration",The Society of Mother of Sorrows Servants of Mary Sattur – St.Theresa’s Home for Children,Virudhunagar,India,Tamil Nadu,,,,, Sattur, Virudhunagar District,,,
543,622/DSW/2011,"Patengemeinschaft For Hungry Children -Indus Labour School Kids Shelter 1/394C, NGO Colony, Extension. Satchipuram, Sivakasi , Virudhu Nagar District",20,"3 years
registration",Patengemeinschaft For Hungry Children -Indus Labour School Kids Shelter 1/394C,Virudhunagar,India,Tamil Nadu,,,,, Virudhu Nagar District,,,,
544,623/DSW/2011,"R.C.D.Diocese of Madura – St. Paul’s Home for Boys, Maria Nagar, Krishnaperi– 624 141 , Manggaseri (P.O) Virudhunagar (Dt)",60,"3 years
registration",R.C.D.Diocese of Madura – St. Paul’s Home for Boys,Virudhunagar,India,Tamil Nadu,,,,,,,,,
